"Time (s)","Parcel Centroid[X] (m)","Parcel Centroid[Y] (m)","Parcel Centroid[Z] (m)","Particle Velocity[i] (m/s)","Particle Velocity[j] (m/s)","Particle Velocity[k] (m/s)","Particle Velocity: Magnitude (m/s)","Volume Fraction of Phase 1","Wall Shear Stress: Magnitude (Pa)","Report: Element Count 1","Report: Total Solver CPU Time (s)","X (m)","Y (m)","Z (m)"
0.14,-0.0441720217792227,0.0305842587328464,0.000500834287702699,0.925131588233932,-0.0454669000084664,0.0115836150449461,0.926320611172032,0.0217708406302071,0,13855,357.543999999996,-0.0441720217792227,0.0305842587328464,0.000500834287702699
0.14,-0.0343230445705441,0.0224604402037135,0.000620615142786201,1.23433759404544,0.00408032695755552,-0.144099434388887,1.24272707869957,0.0217708406302071,0,13855,357.543999999996,-0.0343230445705441,0.0224604402037135,0.000620615142786201
0.14,-0.0422832914233788,0.0276841956135147,0.00091334487781412,1.10013996890283,0.045207286041493,-0.0774712066821017,1.10379048634854,0.0217708406302071,0,13855,357.543999999996,-0.0422832914233788,0.0276841956135147,0.00091334487781412
0.14,-0.035439983830046,0.0237335441677048,0.000499926513514164,1.10919544436956,0.0385549768282201,2.16589092604482e-07,1.1098653161751,0.0217708406302071,0,13855,357.543999999996,-0.035439983830046,0.0237335441677048,0.000499926513514164
0.14,-0.0392775195355955,0.0261396624572298,0.00148291251806386,1.14795412714745,-0.0394228984542966,0.0121007941708078,1.14869459482361,0.0217708406302071,0,13855,357.543999999996,-0.0392775195355955,0.0261396624572298,0.00148291251806386
0.14,-0.0339247449802746,0.0294266836313758,0.000545267728098116,1.1391672057252,-0.0193706072386564,-0.0478223134827678,1.14033508965189,0.0217708406302071,0,13855,357.543999999996,-0.0339247449802746,0.0294266836313758,0.000545267728098116
0.14,-0.0383255252079503,0.0361249355133954,0.000499630205804927,1.06441679662832,-0.00863047101024393,0.00394955345441096,1.06445911191874,0.0937781537020242,0,13855,357.543999999996,-0.0383255252079503,0.0361249355133954,0.000499630205804927
0.14,-0.0387708434808364,0.0297057030615868,0.000526171679298473,1.00650087705936,-0.00669553275765335,0.0251566598236739,1.00683747606734,0.0217708406302071,0,13855,357.543999999996,-0.0387708434808364,0.0297057030615868,0.000526171679298473
0.14,-0.0351904387980247,0.0373950560471534,0.000499926584364333,1.06329360780111,0.0365560991875514,3.96431437097669e-09,1.06392182268177,0.0937781537020242,0,13855,357.543999999996,-0.0351904387980247,0.0373950560471534,0.000499926584364333
0.14,-0.0381097670950121,0.0320937305449555,0.0018860082519521,1.18608547081374,0.00843891690543448,0.00453811443980492,1.18612417304288,0.0937781537020242,0,13855,357.543999999996,-0.0381097670950121,0.0320937305449555,0.0018860082519521
0.14,-0.033075951520812,0.0313061058674246,0.000508035927981874,1.18473260416755,-0.00844965136685355,-0.0135058537249269,1.18483971408401,0.0217708406302071,0,13855,357.543999999996,-0.033075951520812,0.0313061058674246,0.000508035927981874
0.14,-0.037157206152781,0.0241340340280628,0.000522961074838576,1.08422304062227,-0.0211465135100285,0.00301602338777544,1.08443343421664,0.0217708406302071,0,13855,357.543999999996,-0.037157206152781,0.0241340340280628,0.000522961074838576
0.14,-0.0404839317318652,0.033126131070831,0.000501897632561475,0.949872621146278,-0.00903154003755554,0.0299418087198353,0.950387330001914,0.0937781537020242,0,13855,357.543999999996,-0.0404839317318652,0.033126131070831,0.000501897632561475
0.14,-0.0418668814959149,0.0265842172181589,0.000500284097598564,0.983768846069047,0.0179968434353981,-0.0581243504630778,0.985648755382169,0.0217708406302071,0,13855,357.543999999996,-0.0418668814959149,0.0265842172181589,0.000500284097598564
0.14,-0.0363049315583465,0.0342569173722191,0.00162423849688444,1.19169999234205,0.0197463373361853,-0.164535816865862,1.20316699780952,0.0937781537020242,0,13855,357.543999999996,-0.0363049315583465,0.0342569173722191,0.00162423849688444
0.14,-0.0394256899487453,0.0400863911111162,0.00070655832357585,1.09126110829074,0.0549937436141702,-0.0456436924026048,1.09359885925361,0.0937781537020242,0,13855,357.543999999996,-0.0394256899487453,0.0400863911111162,0.00070655832357585
0.14,-0.0414967030547093,0.0394875193830317,0.00169473921708612,1.10263802090037,-0.0333665664876287,-0.0658982967818259,1.1051092789462,0.0937781537020242,0,13855,357.543999999996,-0.0414967030547093,0.0394875193830317,0.00169473921708612
0.14,-0.0454676807058876,0.0413276736471835,0.000499926965696485,0.878950127517804,0.00206806122158142,-5.23527941661276e-06,0.878952560476496,0.0937781537020242,0,13855,357.543999999996,-0.0454676807058876,0.0413276736471835,0.000499926965696485
0.14,-0.059444810254605,0.0322687882783462,0.000500262961553548,0.766999436545596,0.0645707761095169,0.00796080502078748,0.7697537886917,0.0937781537020242,0,13855,357.543999999996,-0.059444810254605,0.0322687882783462,0.000500262961553548
0.14,-0.0494711526961695,0.0223672894945201,0.000499926593782284,0.817791067604275,0.00165737481254569,-6.26173622346142e-06,0.817792747084381,0.0217708406302071,0,13855,357.543999999996,-0.0494711526961695,0.0223672894945201,0.000499926593782284
0.14,-0.0426710138376652,0.0323290121438058,0.000501228884425466,0.933932776302016,-0.00523016883771786,0.00038891155975788,0.93394750204145,0.0937781537020242,0,13855,357.543999999996,-0.0426710138376652,0.0323290121438058,0.000501228884425466
0.14,-0.0344009613891952,0.0326845966278953,0.00110573966573715,1.16074233403733,0.0491206758851232,-0.0464003164931341,1.16270744222117,0.0937781537020242,0,13855,357.543999999996,-0.0344009613891952,0.0326845966278953,0.00110573966573715
0.14,-0.0358018394688338,0.032918055580161,0.000678492942451495,1.12820276246674,0.0621466327699438,-0.104661918832581,1.13475010220574,0.0937781537020242,0,13855,357.543999999996,-0.0358018394688338,0.032918055580161,0.000678492942451495
0.14,-0.0367621343119742,0.0301720036063904,0.000502786980453981,1.12597494036926,0.00450865737359115,-0.00111420496905289,1.12598451844756,0.0217708406302071,0,13855,357.543999999996,-0.0367621343119742,0.0301720036063904,0.000502786980453981
