"Time (s)","Parcel Centroid[X] (m)","Parcel Centroid[Y] (m)","Parcel Centroid[Z] (m)","Particle Velocity[i] (m/s)","Particle Velocity[j] (m/s)","Particle Velocity[k] (m/s)","Particle Velocity: Magnitude (m/s)","Volume Fraction of Phase 1","Wall Shear Stress: Magnitude (Pa)","Report: Element Count 1","Report: Total Solver CPU Time (s)","X (m)","Y (m)","Z (m)"
0.22,-0.0555809062115338,0.0323817803970158,0.00182480952461611,1.13511734528831,-0.0281614716730458,-0.0310721598599248,1.13589169165882,0.0759967013181709,0,12107,274.771999999995,-0.0555809062115338,0.0323817803970158,0.00182480952461611
0.22,-0.0540983293024517,0.0232718200523279,0.000550918488041641,1.05952549658047,-0.0313599668996633,0.0399186998028487,1.06074088637235,0.00630651696639784,0,12107,274.771999999995,-0.0540983293024517,0.0232718200523279,0.000550918488041641
0.22,-0.0588946691259991,0.024452566978535,0.00163327928273277,1.09615254408045,-0.0525550987473766,-0.119911671090722,1.10394349817468,0.00630651696639784,0,12107,274.771999999995,-0.0588946691259991,0.024452566978535,0.00163327928273277
0.22,-0.0550106532733251,0.0379198793469541,0.00133073220942441,1.16941428246808,0.00379289715344458,-0.0248567015827151,1.16968457531196,0.0759967013181709,0,12107,274.771999999995,-0.0550106532733251,0.0379198793469541,0.00133073220942441
0.22,-0.0524407383614466,0.0270798737591773,0.00154393555419916,1.22020761437781,0.0113847337374414,-0.111886111430042,1.22537942543475,0.00630651696639784,0,12107,274.771999999995,-0.0524407383614466,0.0270798737591773,0.00154393555419916
0.22,-0.0556547856340484,0.0243401127820426,0.00106251534087124,1.0858481793149,0.0340987653684996,-0.162880977085029,1.09852592459956,0.00630651696639784,0,12107,274.771999999995,-0.0556547856340484,0.0243401127820426,0.00106251534087124
0.22,-0.0589728519482147,0.0370236288738024,0.000503932774066291,0.940717759843703,0.00462940737526956,0.0146640494703613,0.940843435139381,0.0759967013181709,0,12107,274.771999999995,-0.0589728519482147,0.0370236288738024,0.000503932774066291
0.22,-0.0544488978983118,0.0275876350328186,0.00179143728769136,1.17604089838451,-0.0119539079188596,-0.0762800324134758,1.17857275292303,0.00630651696639784,0,12107,274.771999999995,-0.0544488978983118,0.0275876350328186,0.00179143728769136
0.22,-0.0592134896028225,0.0413546788240972,0.00119800731037303,0.880514937248101,-0.00433757940999801,-0.053081911098801,0.88212417413767,0.0759967013181709,0,12107,274.771999999995,-0.0592134896028225,0.0413546788240972,0.00119800731037303
0.22,-0.0555965111540234,0.029369410992076,0.00244086873470674,1.17925634076927,0.00269714807817657,-0.0681340294933499,1.1812260739703,0.142863416645198,0,12107,274.771999999995,-0.0555965111540234,0.029369410992076,0.00244086873470674
0.22,-0.0561934836099729,0.0372271700232933,0.000499920957084461,0.925288632056166,-0.027233247631472,-7.95992582616038e-05,0.925689315442806,0.0759967013181709,0,12107,274.771999999995,-0.0561934836099729,0.0372271700232933,0.000499920957084461
0.22,-0.0559893590137011,0.0338297286242945,0.00257341500489291,1.17479261229525,-0.0317900085340162,-0.0800885885228246,1.1779484150665,0.0759967013181709,0,12107,274.771999999995,-0.0559893590137011,0.0338297286242945,0.00257341500489291
0.22,-0.05783046805641,0.0363278793436299,0.00251404396958001,1.08029548017862,0.00925437670852799,-0.00342009960258984,1.08034053199161,0.0759967013181709,0,12107,274.771999999995,-0.05783046805641,0.0363278793436299,0.00251404396958001
0.22,-0.0596520097654619,0.0406786710153328,0.0037572593330109,1.07849953879897,0.0636516056068046,-0.0353028069784739,1.08095285293415,0.0759967013181709,0,12107,274.771999999995,-0.0596520097654619,0.0406786710153328,0.0037572593330109
