"Time (s)","Parcel Centroid[X] (m)","Parcel Centroid[Y] (m)","Parcel Centroid[Z] (m)","Particle Velocity[i] (m/s)","Particle Velocity[j] (m/s)","Particle Velocity[k] (m/s)","Particle Velocity: Magnitude (m/s)","Volume Fraction of Phase 1","Wall Shear Stress: Magnitude (Pa)","Report: Element Count 1","Report: Total Solver CPU Time (s)","X (m)","Y (m)","Z (m)"
0.04,-0.0900414568112492,0.031915644059009,0.000509301635701688,0.77133930886706,0.0237988247042643,-0.0170436537741425,0.771894552121461,0.177531683943353,0,5683,74.7030000000001,-0.0900414568112492,0.031915644059009,0.000509301635701688
0.04,-0.0918906204356464,0.0248752288017512,0.00899072963814678,0.763358485159201,0.000474871060109016,-0.400270267919769,0.861935432470227,0.177531683943353,0,5683,74.7030000000001,-0.0918906204356464,0.0248752288017512,0.00899072963814678
0.04,-0.0916051485457475,0.027576541503913,0.00184249713406874,0.843596490462741,0.00599715433668721,-0.159005247739981,0.858471707972979,0.177531683943353,0,5683,74.7030000000001,-0.0916051485457475,0.027576541503913,0.00184249713406874
0.04,-0.0916766771313654,0.0242758035912909,0.00313000372391206,0.869931475696267,-0.0846174986887381,-0.0793031523858729,0.877627417227698,0.177531683943353,0,5683,74.7030000000001,-0.0916766771313654,0.0242758035912909,0.00313000372391206
0.04,-0.0918755567638571,0.026189208263513,0.0103733226811012,0.763955090222968,0.000960492208009767,-0.398603423600683,0.861691935513528,0.118224786820645,0,5683,74.7030000000001,-0.0918755567638571,0.026189208263513,0.0103733226811012
0.04,-0.0907776650800536,0.0297702158817429,0.00148769036880694,0.914592152907138,-0.0775423436992284,0.0554559619812362,0.919547162980207,0.177531683943353,0,5683,74.7030000000001,-0.0907776650800536,0.0297702158817429,0.00148769036880694
0.04,-0.0895489906780902,0.0369451317342728,0.000506831718979382,0.848805911627152,-0.00884449790407569,-0.0401416965687602,0.849800598116872,0.0584955778971984,0,5683,74.7030000000001,-0.0895489906780902,0.0369451317342728,0.000506831718979382
0.04,-0.0918905420096681,0.0293361499183723,0.00996306908305611,0.763766977613236,0.000403271109234535,-0.399334791867004,0.861863350372614,0.118224786820645,0,5683,74.7030000000001,-0.0918905420096681,0.0293361499183723,0.00996306908305611
0.04,-0.0901640887907823,0.0363874942123196,0.00178592556324463,0.916068224022923,-0.0373457486815453,-0.114949137154984,0.924007034681973,0.0584955778971984,0,5683,74.7030000000001,-0.0901640887907823,0.0363874942123196,0.00178592556324463
0.04,-0.0914114788898707,0.0320343795121727,0.00314127810382739,0.857195120425885,0.0582571702059572,-0.124006741090553,0.86807548300724,0.0584955778971984,0,5683,74.7030000000001,-0.0914114788898707,0.0320343795121727,0.00314127810382739
0.04,-0.0901312967912461,0.0304780114954142,0.00182960272999627,0.903899164504654,-0.0093122667116491,-0.055634283926084,0.905657546455331,0.177531683943353,0,5683,74.7030000000001,-0.0901312967912461,0.0304780114954142,0.00182960272999627
0.04,-0.0891606224361356,0.0253076848482395,0.000511785678643352,0.865943748663894,0.0374398910439642,-0.0132124633637877,0.866853442330133,0.177531683943353,0,5683,74.7030000000001,-0.0891606224361356,0.0253076848482395,0.000511785678643352
0.04,-0.0914567414188426,0.0345782132933301,0.00170250214471574,0.821355406300835,0.0726436751482894,-0.147488258248073,0.837648251546978,0.0584955778971984,0,5683,74.7030000000001,-0.0914567414188426,0.0345782132933301,0.00170250214471574
0.04,-0.0917760405708937,0.0272993812752775,0.00426392527606337,0.804631956564574,0.0254801944220384,-0.309203813065347,0.862373946641983,0.177531683943353,0,5683,74.7030000000001,-0.0917760405708937,0.0272993812752775,0.00426392527606337
0.04,-0.0919046572481584,0.0344671495982437,0.00801137164729819,0.763112148032567,7.18463272877993e-05,-0.396539355862936,0.859990474589669,0.0584955778971984,0,5683,74.7030000000001,-0.0919046572481584,0.0344671495982437,0.00801137164729819
0.04,-0.0919124099331839,0.0395520445878443,0.00497398622414591,0.762529674946789,-0.000296291000174707,-0.394449021959153,0.858511283494483,0.0584955778971984,0,5683,74.7030000000001,-0.0919124099331839,0.0395520445878443,0.00497398622414591
0.04,-0.0919176074928034,0.0389097118156448,0.0112040016788272,0.763102230352734,-0.00049481265897109,-0.393685387633993,0.858669577454222,0.0584955778971984,0,5683,74.7030000000001,-0.0919176074928034,0.0389097118156448,0.0112040016788272
0.04,-0.0899578170131618,0.0410121023752673,0.000604423037841481,0.79262129239842,0.0346940068393316,0.045296646726607,0.794672242801134,0.0584955778971984,0,5683,74.7030000000001,-0.0899578170131618,0.0410121023752673,0.000604423037841481
0.04,-0.0955246888645795,0.0320240675183683,0.000500288013312025,0.548667444908247,-0.0168460875618069,0.0256255869064828,0.549523817930202,0.177531683943353,0,5683,74.7030000000001,-0.0955246888645795,0.0320240675183683,0.000500288013312025
0.04,-0.0918015231769174,0.0223792753128459,0.00567138073660633,0.799237984475458,-0.0537416247756737,-0.319124921300164,0.862270394630801,0.177531683943353,0,5683,74.7030000000001,-0.0918015231769174,0.0223792753128459,0.00567138073660633
0.04,-0.0904430294607252,0.0339427304725148,0.000561562502417141,0.867960217947278,-0.0107187722539625,-0.0898411021347058,0.87266331173626,0.0584955778971984,0,5683,74.7030000000001,-0.0904430294607252,0.0339427304725148,0.000561562502417141
